Source,Target,year_of_publication,Weight
Guido de Monte Rochen,about 1487],1487,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",Jodocus Pflanzmann,1480,4
"Peraudi, Raimundus, commissary",2830582,1489,4
"Versoris, Johannes",4.84,1489,4
"Versoris, Johannes",50.94,1487,4
"Cicero, Marcus Tullius",3164603,1482,4
"Versoris, Johannes",2886242,1487,4
"Versoris, Johannes",2996944,1489,4
"Tartagnus, Alexander",45.46,1483,4
"Peraudi, Raimundus, commissary",8.43,1489,4
"Peraudi, Raimundus, commissary",1489],1489,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",3.61,1480,4
"Peraudi, Raimundus, commissary",6.96,1487,4
"Ubaldis, Baldus de",9.19,1489,4
"Cicero, Marcus Tullius",3164603,1488,4
"Ubaldis, Baldus de",45.46,1489,4
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",Johann Petri,1486,4
"Johannes de Cardona, commissary",6558157,1481,4
"Lucas de Tollentis, Episcopus Sibinicensis",2886242,1480,4
"Andreae, Johannes",Conrad Kachelofen,1489,4
"Johannes de Cardona, commissary",2875601,1481,4
"Johannes de Cardona, commissary",48.49,1481,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",48.49,1480,4
"Accoltis, Franciscus de",IT,1486,4
Alexander de Villa Dei,6.96,1489,4
Justinianus,"Johannes Antonius de Honate, for Petrus Antonius de Castelliono and Ambrosius de Caymis",1482,4
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",2886242,1487,4
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",Martin Landsberg,1488,4
"Garlandia, Johannes de",6.96,1485,4
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",1487,1487,4
"Garlandia, Johannes de",2886242,1485,4
Jacobus de Voragine,FR,1489,4
"Ernst, Herzog von Sachsen, Erzbischof von Magdeburg",Conrad Kachelofen,1486,4
"Folz, Hans",DE,1480,4
"Camerino, Bartholomaeus de, Commissary",Fratres Ordinis Eremitarum S. Augustini,1484,4
"Camerino, Bartholomaeus de, Commissary",[Nuremberg,1484,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",Michael Greyff,1483,4
"Folz, Hans",Nuremberg,1480,4
"Donatus, Aelius",about 1480],1480,4
Hugo de Sancto Caro,45.76,1487,4
"Andreae, Johannes",2879139,1489,4
Maximilian I,49.99,1486,4
Justinianus,Johannes Siber,1482,4
Maximilian I,8.27,1486,4
Maximilian I,1488,1488,4
"Fliscus, Hector",41.89,1485,4
Baptista Mantuanus,3181928,1489,4
"Fliscus, Hector",IT,1485,4
Baptista Mantuanus,IT,1489,4
Fridericus III,[Martin Flach (printer of Basel)],1483,4
Justinianus,Baptista de Tortis,1488,4
"Augustinus, Aurelius",Bartholomaeus de Unkel,1482,4
Fridericus III,[Basel,1483,4
Fridericus III,Johann Besicken,1483,4
Bernardus Claravallensis,IT,1485,4
Bartolus de Saxoferrato,12.34,1489,4
Justinianus,12.34,1488,4
Bartolus de Saxoferrato,45.43,1489,4
Bartolus de Saxoferrato,IT,1489,4
"Andreae, Johannes",51.34,1489,4
"Guaciis, Johannes de",3174051,1481,4
"Ovidius Naso, Publius",Venice,1482,4
"Rudolphus de Scherenberg, Episcopus Herbipolensis (Würzburg)",49.7938888888889,1482,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",[Speyer,1481,4
"Bonaventura, S",2.35,1485,4
Bernardus Claravallensis,about 1485],1485,4
"Kendale, John, Commissary",51.5,1480,4
Bartolus de Saxoferrato,Venice,1486,4
Bartolus de Saxoferrato,3164603,1486,4
"Donatus, Aelius",about 1487],1487,4
"Ebrardi, Udalricus",DE,1488,4
Thomas Aquinas,IT,1480,4
"Emericus de Kemel, Commissary",49.99,1482,4
"Maximilian I, Imperator",after 29 July 1489],1489,4
"Emericus de Kemel, Commissary",2874225,1482,4
Jacobus de Voragine,1483,1483,4
Fridericus III,47.56,1483,4
Fridericus III,7.59,1483,4
"Johannes Antonius, Abbot of St. Geminus, commissary",1487],1487,4
"Maximilian I, Imperator",Peter Schoeffer,1489,4
"Rudolphus de Scherenberg, Episcopus Herbipolensis (Würzburg)",[Würzburg,1482,4
Albertus Magnus,about 1483],1483,4
Petrus de Palude,1485,1485,4
Thomas Aquinas,12.34,1486,4
"Pius II, Pont. Max. (formerly Aeneas Sylvius Piccolomini)",IT,1485,4
Alexander de Villa Dei,50.94,1489,4
"Maximilian I, Imperator",8.27,1489,4
Bernardus Claravallensis,12.49,1485,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",about 1483],1483,4
"Lucas de Tollentis, Episcopus Sibinicensis",50.94,1480,4
Bernardus Claravallensis,41.89,1485,4
"Tartagnus, Alexander",Milan,1489,4
"Tartagnus, Alexander",Milan,1483,4
"Bonaventura, S",48.86,1485,4
Albertus Magnus,FR,1483,4
Justinianus,2996944,1482,4
Justinianus,4.84,1482,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",Bernhard Richel,1480,4
"Camerino, Bartholomaeus de, Commissary",1484],1484,4
"Camerino, Bartholomaeus de, Commissary",11.0775,1484,4
"Perottus, Nicolaus",IT,1486,4
"Folz, Hans",49.4541666666667,1480,4
"Peraudi, Raimundus, commissary",49.32,1489,4
Maximilian I,2874225,1486,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",after 1 Sept. 1480],1480,4
"Peraudi, Raimundus, commissary",12.37,1489,4
"Peraudi, Raimundus, commissary",Peter Drach,1489,4
"Peraudi, Raimundus, commissary",Stephanus Arndes,1489,4
"Caracciolus, Robertus",IT,1480,4
"Peraudi, Raimundus, commissary",DE,1487,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",8.43,1481,4
"Peraudi, Raimundus, commissary",50.94,1487,4
Maximilian I,Peter Schoeffer,1486,4
"Peraudi, Raimundus, commissary",10.6872222222222,1488,4
"Schrick, Michael",DE,1482,4
"Peraudi, Raimundus, commissary",Bartholomaeus Ghotan,1488,4
"Peraudi, Raimundus, commissary",[Lübeck,1488,4
"Versoris, Johannes",45.76,1489,4
Aesopus,IT,1481,4
"Versoris, Johannes",6.96,1487,4
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",6556451,1486,4
Aesopus,6542283,1480,4
"Johannes de Cardona, commissary",53.8688888888889,1481,4
"Johannes de Cardona, commissary",Johann Snel,1481,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",2830582,1481,4
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",51.34,1488,4
"Garlandia, Johannes de",50.94,1485,4
Bartolus de Saxoferrato,Venice,1489,4
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",2879139,1488,4
Aesopus,IT,1487,4
"Johannes de Cardona, commissary",[Reutlingen,1481,4
"Johannes de Cardona, commissary",[Lübeck,1481,4
"Andreae, Johannes",12.37,1489,4
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",DE,1486,4
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",50.94,1487,4
"Ernst, Herzog von Sachsen, Erzbischof von Magdeburg",DE,1486,4
"Ernst, Herzog von Sachsen, Erzbischof von Magdeburg",12.37,1486,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",3169071,1482,4
Bartolus de Saxoferrato,IT,1487,4
Bartolus de Saxoferrato,3164603,1489,4
Bartolus de Saxoferrato,about 1485],1485,4
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",[Passau,1485,4
"Institoris, Henricus",after 10 Aug. 1482],1482,4
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",13.46,1485,4
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",48.57,1485,4
Baptista Mantuanus,44.49,1489,4
"Versoris, Johannes",[Cologne,1487,4
Jacobus de Voragine,FR,1486,4
Jacobus de Voragine,DE,1485,4
"Garlandia, Johannes de",[Cologne,1485,4
"Emericus de Kemel, Commissary",Peter Schoeffer,1482,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",about 1486],1486,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",50.85,1480,4
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",ES,1487,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",[Rome,1482,4
"Donatus, Aelius",about 1481],1481,4
"Rudolphus de Scherenberg, Episcopus Herbipolensis (Würzburg)",2805615,1482,4
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",Arend de Keysere,1480,4
"Donatus, Aelius",6.96,1481,4
"Terentius Afer, Publius",IT,1483,4
"Cicero, Marcus Tullius",Milan,1480,4
"Donatus, Aelius",50.94,1481,4
Fridericus III,7285161,1483,4
Fridericus III,CH,1483,4
Bartolus de Saxoferrato,12.34,1486,4
Bartolus de Saxoferrato,45.43,1486,4
Bartolus de Saxoferrato,IT,1486,4
"Maraschis, Bartholomaeus de",2895992,1484,3
"Boccaccio, Giovanni",IT,1487,3
Guido de Monte Rochen,about 1485],1485,3
"Marsus, Petrus",after 27 May 1484],1484,3
"Guiba, Robertus",41.89,1485,3
"Schrick, Michael",10.89,1482,3
Guarinus Veronensis,IT,1482,3
"Schrick, Michael",48.37,1482,3
"Schrick, Michael",6557107,1482,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",IT,1486,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",12.34,1486,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",4.84,1483,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",Johannes Siber,1483,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",[Lyons,1483,3
"Gerson, Johannes",DE,1488,3
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",Michael Wenssler,1480,3
"Cicero, Marcus Tullius",12.34,1484,3
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",Peter Schoeffer,1481,3
"Ubaldis, Baldus de",Milan,1489,3
"Werdenberg, Rudolfus, Graf von, commissary",47.98,1480,3
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",Peter Drach,1480,3
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",8.43,1480,3
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",2830582,1480,3
"Vergilius Maro, Publius",IT,1487,3
"Sixtus IV, Pont. Max. (formerly Franciscus, Cardinalis de Rovere)",3120511,1484,3
"Castrovol, Petrus de",3118514,1489,3
"Caspar zu Rhein, bishop of Basel",7285161,1488,3
"Vergilius Maro, Publius",IT,1481,3
Aesopus,DE,1489,3
Albertanus Causidicus Brixiensis,FR,1488,3
"Albrecht IV, Herzog von Bayern",after 24 Jan. 1488],1488,3
"Albrecht IV, Herzog von Bayern",6556611,1488,3
Alexander de Villa Dei,about 1483],1483,3
Alexander de Villa Dei,Martin Flach (printer of Strassburg),1488,3
Alexander de Villa Dei,DE,1485,3
Alexander de Villa Dei,45.76,1489,3
"Capitaneis, Thomas ex, de Colleonibus",3169071,1483,3
"Capitaneis, Thomas ex, de Colleonibus",41.89,1483,3
Alexander de Villa Dei,FR,1487,3
"Capitaneis, Thomas ex, de Colleonibus",[Rome,1483,3
"Caccialupis, Johannes Baptista de",IT,1487,3
"Alliaco, Petrus de",48.86,1483,3
"Caccialupis, Johannes Baptista de",11.33,1487,3
"Caccialupis, Johannes Baptista de",Henricus de Colonia,1487,3
"Alliaco, Petrus de",6455259,1483,3
Aristoteles,FR,1484,3
"Cicero, Marcus Tullius",Johannes de Westfalia,1483,3
"Cicero, Marcus Tullius",2792482,1483,3
"Cicero, Marcus Tullius",Venice,1485,3
"Cicero, Marcus Tullius",45.43,1485,3
"Cicero, Marcus Tullius",3164603,1487,3
Aristoteles,3128760,1481,3
Aristoteles,2.17,1481,3
"Bonaventura, S",Milan,1480,3
"Fliscus, Hector",after 27 Apr. 1485],1485,3
Maximilian I,2861650,1488,3
"Lollius, Antonius",3169071,1485,3
Apollonius de Tyro,[Florence,1485,3
"Lollius, Antonius",IT,1485,3
"Lollius, Antonius",41.89,1484,3
"Lollius, Antonius",after 1 Jan. 1485],1485,3
"Philelphus, Franciscus",IT,1480,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",[Speyer,1488,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",Alvaro de Castro,1487,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",after 21 Feb. 1488],1488,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",after 16 Dec. 1488],1488,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",10.6872222222222,1488,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",8.43,1488,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",53.8688888888889,1488,3
"Lollius, Antonius",[Rome,1485,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",2830582,1488,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",after 6 Sept. 1487],1487,3
Cherubino da Siena,IT,1487,3
"Pius II, Pont. Max. (formerly Aeneas Sylvius Piccolomini)",12.49,1485,3
"Díaz de Montalvo, Alonso",ES,1485,3
Hugo de Sancto Caro,"Printer of Guido, 'Casus longi'",1487,3
"Pius II, Pont. Max. (formerly Aeneas Sylvius Piccolomini)",6.96,1480,3
"Mancinus, Dominicus",48.86,1484,3
"Monte, Lambertus de",Theodoricus (Dietrich) Molner,1485,3
"Monte, Lambertus de",50.94,1485,3
"Cato, Dionysius",FR,1487,3
"Cato, Dionysius",45.76,1485,3
Boethius,4.84,1489,3
"Gerson, Johannes",about 1484],1484,3
"Nider, Johannes",Anton Sorg,1484,3
"Cato, Dionysius",[Lyons,1485,3
"Garlandia, Johannes de",2886242,1486,3
"Lucas de Tollentis, Episcopus Sibinicensis",NL,1480,3
"Garlandia, Johannes de",6.96,1486,3
"Lucas de Tollentis, Episcopus Sibinicensis",Peter Schoeffer,1480,3
Fridericus III,2805615,1486,3
"Lucas de Tollentis, Episcopus Sibinicensis",[Mainz,1480,3
"Ovidius Naso, Publius",3164603,1485,3
Fridericus III,Georg Reyser,1486,3
Fridericus III,[Würzburg,1486,3
Rolandinus de Passageriis,IT,1489,3
Bartolus de Saxoferrato,[Milan,1480,3
Bartolus de Saxoferrato,6542283,1480,3
"Ebrardi, Udalricus",1489,1489,3
Jacobus de Voragine,50.94,1482,3
Jacobus de Voragine,1485,1485,3
Jacobus de Voragine,45.76,1486,3
Jacobus de Voragine,2996944,1486,3
"Aubusson, Pierre D'",DE,1480,3
"Augustinus, Aurelius",12.34,1487,3
"Augustinus, Aurelius",7.59,1489,3
Antoninus Florentinus,IT,1484,3
Antoninus Florentinus,IT,1480,3
Baptista Mantuanus,"Franciscus (Plato) de Benedictis, for himself and Benedictus Hectoris",1489,3
"Barberiis, Philippus de",12.49,1481,3
"Barberiis, Philippus de",3169071,1481,3
Bartholomaeus Anglicus,4.84,1482,3
Bartholomaeus Anglicus,FR,1482,3
Andreas de Escobar,about 1481],1481,3
Tundalus,DE,1483,3
Tundalus,[Speyer,1483,3
"Tucher, Hans",DE,1482,3
"Buridanus, Johannes",6455259,1489,3
"Trottus, Albertus",46.58,1487,3
"Trottus, Albertus",about 1487],1487,3
Thomas Aquinas,about 1485],1485,3
"Buridanus, Johannes",FR,1489,3
Thomas Aquinas,DE,1483,3
"Duranti, Guillelmus",FR,1486,3
"Maraschis, Bartholomaeus de",48.76,1484,3
"Ernst and Albrecht, Herzöge von Sachsen",Conrad Kachelofen,1485,3
"Ernst and Albrecht, Herzöge von Sachsen",12.37,1485,3
"Eysenflam, Johannes Ulricus",[Nuremberg,1482,3
"Eysenflam, Johannes Ulricus",49.4541666666667,1482,3
"Eysenflam, Johannes Ulricus",2861650,1482,3
"Ferdinandus et Isabella, reges Hispanienses",[Barcelona,1481,3
Thomas Aquinas,12.34,1480,3
Thomas Aquinas,50.94,1480,3
"Johannes de Cardona, commissary",Georg Reyser,1480,3
"Johannes de Cardona, commissary",4.7,1481,3
"Johannes de Cardona, commissary",49.7938888888889,1480,3
Johannes de Verdena,about 1480],1480,3
Johannes de Verdena,DE,1480,3
"Terasse, Petrus",IT,1483,3
Paulus de Middelburgo,BE,1484,3
"Peraudi, Raimundus, commissary","1488, before 25 Mar.]",1488,3
"Peraudi, Raimundus, commissary",11.02,1488,3
Guillermus,2973783,1483,3
Guillermus,[Strassburg,1483,3
"Bonaventura, S",2803138,1487,3
"Bonaventura, S",BE,1487,3
"Bonaventura, S",4.4,1487,3
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",6.96,1486,3
Johannes Chrysostomus,"Johann Koelhoff, the Elder",1487,3
Petrus de Palude,2973783,1487,3
"Kendale, John, Commissary",51.51,1480,3
Justinianus,12.34,1486,3
Justinianus,IT,1486,3
"Kendale, John, Commissary",-0.16,1480,3
"Boccaccio, Giovanni",Venice,1481,3
"Kendale, John, Commissary",2634341,1480,3
"Tartagnus, Alexander",44.49,1480,3
"Tartagnus, Alexander",1481,1481,3
"Tartagnus, Alexander",11.35,1480,3
"Terentius Afer, Publius",IT,1482,3
"Tartagnus, Alexander",Milan,1482,3
Guido de Monte Rochen,2996944,1488,3
"Tartagnus, Alexander",1485,1485,3
"Gerson, Johannes",6455259,1483,3
"Guiba, Robertus",3169071,1485,3
Petrus de Palude,7.75,1487,3
"Monte, Lambertus de",DE,1485,3
"Monte, Lambertus de",2886242,1485,3
"Nider, Johannes",48.37,1484,3
"Nider, Johannes",DE,1484,3
"Terentius Afer, Publius",12.34,1483,3
"Guiba, Robertus",12.49,1485,3
"Kendale, John, Commissary",[Westminster,1480,3
"Nixstein, Johannes, commissary",[Northern Germany,1482,3
"Nixstein, Johannes, commissary",51.5,1482,3
"Herolt, Johannes",FR,1483,3
Maximilian I,after 27 Apr. 1486],1486,3
"Ovidius Naso, Publius",Baptista de Tortis,1482,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",3164603,1486,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",2996944,1483,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",FR,1483,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",45.43,1486,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",about 1483],1483,3
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",Venice,1486,3
"Gerson, Johannes",FR,1483,3
Guillermus,FR,1489,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",after 20 Dec. 1487],1487,3
"Cicero, Marcus Tullius",45.43,1484,3
Maximilian I,Johann Prüss,1486,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",40.15,1487,3
Guido de Monte Rochen,45.76,1488,3
"Gerson, Johannes",about 1485],1485,3
"Cicero, Marcus Tullius",Venice,1484,3
"Gerson, Johannes",Antoine Caillaut,1483,3
Maximilian I,after 20 Feb. 1486],1486,3
"Horatius Flaccus, Quintus",about 1485],1485,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",after 14 Aug. 1487],1487,3
"Garlandia, Johannes de",50.94,1486,3
Maximilian I,49.4541666666667,1488,3
"Garlandia, Johannes de",[Cologne,1486,3
"Garlandia, Johannes de",[Cologne,1487,3
Bartolus de Saxoferrato,6542283,1485,3
"Lollius, Antonius",IT,1484,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",Peter Drach,1488,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",[Huete?,1487,3
"Castrovol, Petrus de",ES,1489,3
"Castrovol, Petrus de",0.621944444444445,1489,3
Guillermus,48.58,1483,3
"Innocentius VIII, Pont. Max. (Giovanni Battista Cibo)",Ulrich Zel,1487,3
"Fliscus, Stephanus",IT,1481,3
"Ebrardi, Udalricus",DE,1489,3
"Cicero, Marcus Tullius",12.34,1485,3
"Emericus de Kemel, Commissary",[Nuremberg,1483,3
"Cicero, Marcus Tullius",3164603,1483,3
"Capitaneis, Thomas ex, de Colleonibus",after 1 Nov. 1483],1483,3
"Emericus de Kemel, Commissary",Printer of the 'Rochus Legende',1483,3
"Cicero, Marcus Tullius",Baptista de Tortis,1482,3
"Emericus de Kemel, Commissary",DE,1483,3
"Caccialupis, Johannes Baptista de",Siena,1487,3
Jacobus de Voragine,DE,1481,3
Jacobus de Voragine,DE,1486,3
"Aubusson, Pierre D'",after 13 Sept. 1480],1480,3
"Augustinus, Aurelius",IT,1484,3
"Augustinus, Aurelius",45.43,1487,3
"Augustinus, Aurelius",47.56,1489,3
"Augustinus, Aurelius",7285161,1489,3
Apollonius de Tyro,3176959,1485,3
"Pius II, Pont. Max. (formerly Aeneas Sylvius Piccolomini)",[Rome,1485,3
Apollonius de Tyro,11.26,1485,3
"Augustinus, Aurelius",about 1483],1483,3
"Augustinus, Aurelius",IT,1480,3
"Cicero, Marcus Tullius",2756987,1489,3
"Barberiis, Philippus de",41.89,1481,3
"Barberiis, Philippus de",IT,1481,3
Bartholomaeus Anglicus,45.76,1482,3
"Cicero, Marcus Tullius",BE,1483,3
"Eysenflam, Johannes Ulricus",11.0775,1482,3
Antoninus Florentinus,IT,1485,3
"Eysenflam, Johannes Ulricus",DE,1482,3
"Ferdinandus et Isabella, reges Hispanienses",2.17,1481,3
"Ferdinandus et Isabella, reges Hispanienses",3128760,1481,3
"Maraschis, Bartholomaeus de",[Ingolstadt,1484,3
"Maraschis, Bartholomaeus de",DE,1484,3
"Johannes XXI, Pont. Max. (formerly Petrus Hispanus)",about 1485],1485,3
"Johannes de Cardona, commissary",[Würzburg,1480,3
"Pius II, Pont. Max. (formerly Aeneas Sylvius Piccolomini)",50.94,1480,3
"Pius II, Pont. Max. (formerly Aeneas Sylvius Piccolomini)",DE,1480,3
"Buridanus, Johannes",48.86,1489,3
"Monte, Lambertus de",6.96,1485,3
Paulus de Castro,Johannes Antonius de Honate],1488,3
"Cicero, Marcus Tullius",6.16,1489,3
"Alliaco, Petrus de",FR,1483,3
Paulus de Castro,IT,1485,3
"Pius II, Pont. Max. (formerly Aeneas Sylvius Piccolomini)",3169071,1485,3
"Lollius, Antonius",[Rome,1484,3
"Chaucer, Geoffrey",2634341,1483,3
"Lollius, Antonius",Stephan Plannck,1484,3
"Chaucer, Geoffrey",51.51,1483,3
"Chaucer, Geoffrey",[1483],1483,3
"Chaucer, Geoffrey",[Westminster],1483,3
"Peraudi, Raimundus, commissary",BE,1487,3
"Alliaco, Petrus de",45.76,1488,3
"Lollius, Antonius",41.89,1485,3
Albertus Magnus,about 1485],1485,3
"Peraudi, Raimundus, commissary",2820256,1489,3
"Peraudi, Raimundus, commissary",[Würzburg,1488,3
"Lollius, Antonius",3169071,1484,3
"Cato, Dionysius",2996944,1485,3
"Alliaco, Petrus de",Janon Carcain,1488,3
"Lullus, Raymundus",3128760,1489,3
"Schrick, Michael",Augsburg,1482,3
"Peraudi, Raimundus, commissary",9.95111111111111,1488,3
Alexander de Villa Dei,Jean Du Pré (printer of Lyons),1489,3
"Caorsin, Guilelmus",41.89,1485,3
"Caorsin, Guilelmus",12.49,1485,3
"Caorsin, Guilelmus",after 28 Jan. 1485],1485,3
Alexander de Villa Dei,Lyons,1489,3
Alexander de Villa Dei,3164603,1483,3
"Camerino, Bartholomaeus de, Commissary",DE,1483,3
Alexander de Villa Dei,IT,1483,3
Alexander de Villa Dei,12.34,1483,3
Alexander de Villa Dei,1488,1488,3
"Johannes Antonius, Abbot of St. Geminus, commissary",[Strassburg,1487,3
"Johannes Antonius, Abbot of St. Geminus, commissary",48.58,1487,3
"Johannes Antonius, Abbot of St. Geminus, commissary",FR,1487,3
"Johannes Antonius, Abbot of St. Geminus, commissary",2973783,1487,3
Johannes Chrysostomus,6.96,1487,3
Johannes Chrysostomus,2886242,1487,3
Alexander de Villa Dei,Venice,1483,3
"Albrecht, Herzog zu Sachsen",2879139,1488,3
Justinianus,12.34,1483,3
"Albrecht, Herzog zu Sachsen",DE,1488,3
"Pius II, Pont. Max. (formerly Aeneas Sylvius Piccolomini)",IT,1481,3
"Albrecht IV, Herzog von Bayern",49.02,1488,3
Tundalus,2830582,1483,3
Tundalus,8.43,1483,3
"Albrecht IV, Herzog von Bayern",12.1,1488,3
"Trottus, Albertus",0.34,1487,3
"Trottus, Albertus",[Poitiers,1487,3
"Albrecht, Herzog zu Sachsen",Moritz Brandis,1488,3
Aesopus,IT,1485,3
Thomas Aquinas,45.19,1488,3
Thomas Aquinas,1483,1483,3
"Pontanus, Ludovicus",IT,1489,3
Thomas Aquinas,50.94,1485,3
Thomas Aquinas,3164603,1481,3
Gentilis Fulginas,[Pavia,1488,3
Thomas Aquinas,45.43,1481,3
Thomas Aquinas,Venice,1481,3
